"Reference" "Updated" "TotalStatesRef" "TotalStatesUpdt" "TotalTransitionsRef" "TotalTransitionsUpdt" "TotalFeaturesRef" "TotalFeaturesUpdt" "CommonFeatures" "RatioFeatures" "RatioStates" "RatioTransitions" "StatesFFSM" "TransitionsFFSM" "Precision" "Recall" "F.measure" "SPL" "Twise" "Index"
"138" "ffsm_10_kiss.txt" "00012_kiss.txt" 11 8 167 80 -1 -1 -1 -1 0.578947368421053 0.676113360323887 11 167 1 0.479042 0.647773 "cpterminal" "4wise" 11
"139" "ffsm_11_kiss.txt" "00013_kiss.txt" 11 8 167 72 -1 -1 -1 -1 0.578947368421053 0.698744769874477 11 167 1 0.431138 0.60251 "cpterminal" "4wise" 12
"140" "ffsm_12_kiss.txt" "00014_kiss.txt" 11 10 167 130 -1 -1 -1 -1 0.523809523809524 0.562289562289562 11 167 1 0.778443 0.875421 "cpterminal" "4wise" 13
"141" "ffsm_13_kiss.txt" "00015_kiss.txt" 11 10 167 120 -1 -1 -1 -1 0.571428571428571 0.634146341463415 12 182 0.954545 0.628743 0.758123 "cpterminal" "4wise" 14
"142" "ffsm_14_kiss.txt" "00016_kiss.txt" 12 10 182 120 -1 -1 -1 -1 0.545454545454545 0.609271523178808 12 184 0.983333 0.648352 0.781457 "cpterminal" "4wise" 15
"143" "ffsm_15_kiss.txt" "00017_kiss.txt" 12 8 184 80 -1 -1 -1 -1 0.6 0.696969696969697 12 184 1 0.434783 0.606061 "cpterminal" "4wise" 16
"144" "ffsm_16_kiss.txt" "00018_kiss.txt" 12 10 184 110 -1 -1 -1 -1 0.545454545454545 0.625850340136054 12 184 1 0.597826 0.748299 "cpterminal" "4wise" 17
"145" "ffsm_17_kiss.txt" "00019_kiss.txt" 12 8 184 72 -1 -1 -1 -1 0.6 0.71875 12 184 1 0.391304 0.5625 "cpterminal" "4wise" 18
"146" "ffsm_18_kiss.txt" "00020_kiss.txt" 12 10 184 120 -1 -1 -1 -1 0.545454545454545 0.605263157894737 12 184 1 0.652174 0.789474 "cpterminal" "4wise" 19
"147" "ffsm_19_kiss.txt" "00021_kiss.txt" 12 10 184 120 -1 -1 -1 -1 0.545454545454545 0.605263157894737 12 184 1 0.652174 0.789474 "cpterminal" "4wise" 20
"148" "ffsm_20_kiss.txt" "00022_kiss.txt" 12 8 184 80 -1 -1 -1 -1 0.6 0.696969696969697 12 184 1 0.434783 0.606061 "cpterminal" "4wise" 21
"149" "ffsm_21_kiss.txt" "00023_kiss.txt" 12 10 184 150 -1 -1 -1 -1 0.545454545454545 0.550898203592814 12 184 1 0.815217 0.898204 "cpterminal" "4wise" 22
"150" "ffsm_22_kiss.txt" "00024_kiss.txt" 12 8 184 80 -1 -1 -1 -1 0.6 0.696969696969697 12 184 1 0.434783 0.606061 "cpterminal" "4wise" 23
"151" "00001_kiss.txt" "00002_kiss.txt" 10 8 150 72 13 13 8 0.444444444444444 0.555555555555556 0.675675675675676 10 150 1 0.48 0.648649 "cpterminal" "all" 1
"152" "ffsm_1_kiss.txt" "00003_kiss.txt" 10 10 150 110 -1 -1 -1 -1 0.55 0.623076923076923 11 162 0.970297 0.653333 0.780876 "cpterminal" "all" 2
"153" "ffsm_2_kiss.txt" "00004_kiss.txt" 11 8 162 80 -1 -1 -1 -1 0.578947368421053 0.669421487603306 11 162 1 0.493827 0.661157 "cpterminal" "all" 3
"154" "ffsm_3_kiss.txt" "00005_kiss.txt" 11 10 162 120 -1 -1 -1 -1 0.523809523809524 0.578014184397163 11 163 1 0.734568 0.846975 "cpterminal" "all" 4
"155" "ffsm_4_kiss.txt" "00006_kiss.txt" 11 10 163 120 -1 -1 -1 -1 0.523809523809524 0.575971731448763 11 163 1 0.736196 0.848057 "cpterminal" "all" 5
"156" "ffsm_5_kiss.txt" "00007_kiss.txt" 11 10 163 130 -1 -1 -1 -1 0.523809523809524 0.556313993174061 11 163 1 0.797546 0.887372 "cpterminal" "all" 6
"157" "ffsm_6_kiss.txt" "00008_kiss.txt" 11 8 163 80 -1 -1 -1 -1 0.578947368421053 0.670781893004115 11 163 1 0.490798 0.658436 "cpterminal" "all" 7
"158" "ffsm_7_kiss.txt" "00009_kiss.txt" 11 10 163 120 -1 -1 -1 -1 0.523809523809524 0.575971731448763 11 163 1 0.736196 0.848057 "cpterminal" "all" 8
"159" "ffsm_8_kiss.txt" "00010_kiss.txt" 11 10 163 130 -1 -1 -1 -1 0.523809523809524 0.556313993174061 11 163 1 0.797546 0.887372 "cpterminal" "all" 9
"160" "ffsm_9_kiss.txt" "00011_kiss.txt" 11 10 163 130 -1 -1 -1 -1 0.523809523809524 0.556313993174061 11 163 1 0.797546 0.887372 "cpterminal" "all" 10
"161" "ffsm_10_kiss.txt" "00012_kiss.txt" 11 10 163 150 -1 -1 -1 -1 0.523809523809524 0.533546325878594 11 167 0.979866 0.895706 0.935897 "cpterminal" "all" 11
"162" "ffsm_11_kiss.txt" "00013_kiss.txt" 11 10 167 150 -1 -1 -1 -1 0.523809523809524 0.526813880126183 11 167 1 0.898204 0.946372 "cpterminal" "all" 12
"163" "ffsm_12_kiss.txt" "00014_kiss.txt" 11 10 167 150 -1 -1 -1 -1 0.523809523809524 0.526813880126183 11 167 1 0.898204 0.946372 "cpterminal" "all" 13
"164" "ffsm_13_kiss.txt" "00015_kiss.txt" 11 10 167 150 -1 -1 -1 -1 0.523809523809524 0.526813880126183 11 167 1 0.898204 0.946372 "cpterminal" "all" 14
"165" "ffsm_14_kiss.txt" "00016_kiss.txt" 11 10 167 150 -1 -1 -1 -1 0.523809523809524 0.526813880126183 11 167 1 0.898204 0.946372 "cpterminal" "all" 15
"166" "ffsm_15_kiss.txt" "00017_kiss.txt" 11 10 167 150 -1 -1 -1 -1 0.523809523809524 0.526813880126183 11 167 1 0.898204 0.946372 "cpterminal" "all" 16
"167" "ffsm_16_kiss.txt" "00018_kiss.txt" 11 8 167 72 -1 -1 -1 -1 0.578947368421053 0.698744769874477 11 167 1 0.431138 0.60251 "cpterminal" "all" 17
"168" "ffsm_17_kiss.txt" "00019_kiss.txt" 11 8 167 72 -1 -1 -1 -1 0.578947368421053 0.698744769874477 11 167 1 0.431138 0.60251 "cpterminal" "all" 18
"169" "ffsm_18_kiss.txt" "00020_kiss.txt" 11 8 167 80 -1 -1 -1 -1 0.578947368421053 0.676113360323887 11 167 1 0.479042 0.647773 "cpterminal" "all" 19
"170" "ffsm_19_kiss.txt" "00021_kiss.txt" 11 8 167 80 -1 -1 -1 -1 0.578947368421053 0.676113360323887 11 167 1 0.479042 0.647773 "cpterminal" "all" 20
"171" "ffsm_20_kiss.txt" "00022_kiss.txt" 11 8 167 80 -1 -1 -1 -1 0.578947368421053 0.676113360323887 11 167 1 0.479042 0.647773 "cpterminal" "all" 21
"172" "ffsm_21_kiss.txt" "00023_kiss.txt" 11 8 167 80 -1 -1 -1 -1 0.578947368421053 0.676113360323887 11 167 1 0.479042 0.647773 "cpterminal" "all" 22
"173" "ffsm_22_kiss.txt" "00024_kiss.txt" 11 8 167 80 -1 -1 -1 -1 0.578947368421053 0.676113360323887 11 167 1 0.479042 0.647773 "cpterminal" "all" 23
"174" "ffsm_23_kiss.txt" "00025_kiss.txt" 11 10 167 110 -1 -1 -1 -1 0.523809523809524 0.602888086642599 11 167 1 0.658683 0.794224 "cpterminal" "all" 24
"175" "ffsm_24_kiss.txt" "00026_kiss.txt" 11 10 167 110 -1 -1 -1 -1 0.523809523809524 0.602888086642599 11 167 1 0.658683 0.794224 "cpterminal" "all" 25
"176" "ffsm_25_kiss.txt" "00027_kiss.txt" 11 10 167 120 -1 -1 -1 -1 0.571428571428571 0.634146341463415 12 182 0.954545 0.628743 0.758123 "cpterminal" "all" 26
"177" "ffsm_26_kiss.txt" "00028_kiss.txt" 12 10 182 120 -1 -1 -1 -1 0.545454545454545 0.609271523178808 12 184 0.983333 0.648352 0.781457 "cpterminal" "all" 27
"178" "ffsm_27_kiss.txt" "00029_kiss.txt" 12 10 184 120 -1 -1 -1 -1 0.545454545454545 0.605263157894737 12 184 1 0.652174 0.789474 "cpterminal" "all" 28
"179" "ffsm_28_kiss.txt" "00030_kiss.txt" 12 10 184 120 -1 -1 -1 -1 0.545454545454545 0.605263157894737 12 184 1 0.652174 0.789474 "cpterminal" "all" 29
"180" "00001_kiss.txt" "00002_kiss.txt" 15 16 270 304 9 9 4 0.285714285714286 0.67741935483871 0.757839721254355 21 435 0.53876 0.514815 0.526515 "minepump" "1wise" 1
"181" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 9 435 99 -1 -1 -1 -1 0.7 0.820224719101124 21 438 0.969697 0.22069 0.359551 "minepump" "1wise" 2
"182" "00001_kiss.txt" "00002_kiss.txt" 21 9 483 99 9 9 3 0.2 0.7 0.831615120274914 21 484 0.989899 0.202899 0.33677 "minepump" "2wise" 1
"183" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 15 484 270 -1 -1 -1 -1 0.583333333333333 0.641909814323607 21 484 1 0.557851 0.71618 "minepump" "2wise" 2
"184" "ffsm_2_kiss.txt" "00004_kiss.txt" 21 12 484 192 -1 -1 -1 -1 0.636363636363636 0.715976331360947 21 484 1 0.396694 0.568047 "minepump" "2wise" 3
"185" "ffsm_3_kiss.txt" "00005_kiss.txt" 21 13 484 208 -1 -1 -1 -1 0.617647058823529 0.699421965317919 21 484 1 0.429752 0.601156 "minepump" "2wise" 4
"186" "ffsm_4_kiss.txt" "00006_kiss.txt" 21 15 484 285 -1 -1 -1 -1 0.583333333333333 0.634590377113134 21 488 0.985965 0.580579 0.730819 "minepump" "2wise" 5
"187" "ffsm_5_kiss.txt" "00007_kiss.txt" 21 12 488 168 -1 -1 -1 -1 0.636363636363636 0.74390243902439 21 488 1 0.344262 0.512195 "minepump" "2wise" 6
"188" "00001_kiss.txt" "00002_kiss.txt" 21 9 483 99 9 9 3 0.2 0.7 0.831615120274914 21 484 0.989899 0.202899 0.33677 "minepump" "3wise" 1
"189" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 15 484 285 -1 -1 -1 -1 0.583333333333333 0.634590377113134 21 488 0.985965 0.580579 0.730819 "minepump" "3wise" 2
"190" "ffsm_2_kiss.txt" "00004_kiss.txt" 21 15 488 270 -1 -1 -1 -1 0.583333333333333 0.643799472295514 21 488 1 0.553279 0.712401 "minepump" "3wise" 3
"191" "ffsm_3_kiss.txt" "00005_kiss.txt" 21 15 488 255 -1 -1 -1 -1 0.583333333333333 0.656796769851952 21 488 1 0.522541 0.686406 "minepump" "3wise" 4
"192" "ffsm_4_kiss.txt" "00006_kiss.txt" 21 18 488 360 -1 -1 -1 -1 0.538461538461538 0.58372641509434 21 495 0.980556 0.723361 0.832547 "minepump" "3wise" 5
"193" "ffsm_5_kiss.txt" "00007_kiss.txt" 21 16 495 304 -1 -1 -1 -1 0.567567567567568 0.620775969962453 21 496 0.996711 0.612121 0.758448 "minepump" "3wise" 6
"194" "ffsm_6_kiss.txt" "00008_kiss.txt" 21 16 496 304 -1 -1 -1 -1 0.567567567567568 0.6225 21 498 0.993421 0.608871 0.755 "minepump" "3wise" 7
"195" "ffsm_7_kiss.txt" "00009_kiss.txt" 21 15 498 270 -1 -1 -1 -1 0.583333333333333 0.6484375 21 498 1 0.542169 0.703125 "minepump" "3wise" 8
"196" "ffsm_8_kiss.txt" "00010_kiss.txt" 21 12 498 192 -1 -1 -1 -1 0.636363636363636 0.721739130434783 21 498 1 0.385542 0.556522 "minepump" "3wise" 9
"197" "ffsm_9_kiss.txt" "00011_kiss.txt" 21 15 498 285 -1 -1 -1 -1 0.583333333333333 0.637292464878672 21 499 0.996491 0.570281 0.725415 "minepump" "3wise" 10
"198" "ffsm_10_kiss.txt" "00012_kiss.txt" 21 12 499 192 -1 -1 -1 -1 0.636363636363636 0.722141823444284 21 499 1 0.38477 0.555716 "minepump" "3wise" 11
"199" "ffsm_11_kiss.txt" "00013_kiss.txt" 21 16 499 304 -1 -1 -1 -1 0.567567567567568 0.621419676214197 21 499 1 0.609218 0.757161 "minepump" "3wise" 12
"200" "00001_kiss.txt" "00002_kiss.txt" 18 12 360 192 9 9 3 0.2 0.7 0.789855072463768 21 436 0.67052 0.322222 0.435272 "minepump" "4wise" 1
"201" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 15 436 270 -1 -1 -1 -1 0.583333333333333 0.638810198300283 21 451 0.958647 0.584862 0.726496 "minepump" "4wise" 2
"202" "ffsm_2_kiss.txt" "00004_kiss.txt" 21 12 451 192 -1 -1 -1 -1 0.636363636363636 0.701399688958009 21 451 1 0.425721 0.597201 "minepump" "4wise" 3
"203" "ffsm_3_kiss.txt" "00005_kiss.txt" 21 16 451 304 -1 -1 -1 -1 0.594594594594595 0.642384105960265 22 485 0.90301 0.59867 0.72 "minepump" "4wise" 4
"204" "ffsm_4_kiss.txt" "00006_kiss.txt" 22 16 485 304 -1 -1 -1 -1 0.578947368421053 0.624841571609632 22 493 0.976898 0.610309 0.751269 "minepump" "4wise" 5
"205" "ffsm_5_kiss.txt" "00007_kiss.txt" 22 19 493 418 -1 -1 -1 -1 0.536585365853659 0.57628979143798 22 525 0.950739 0.782961 0.858732 "minepump" "4wise" 6
"206" "ffsm_6_kiss.txt" "00008_kiss.txt" 22 21 525 483 -1 -1 -1 -1 0.511627906976744 0.558531746031746 22 563 0.938819 0.847619 0.890891 "minepump" "4wise" 7
"207" "ffsm_7_kiss.txt" "00009_kiss.txt" 22 13 563 208 -1 -1 -1 -1 0.628571428571429 0.734111543450065 22 566 0.985577 0.364121 0.531777 "minepump" "4wise" 8
"208" "ffsm_8_kiss.txt" "00010_kiss.txt" 22 12 566 168 -1 -1 -1 -1 0.647058823529412 0.771117166212534 22 566 1 0.29682 0.457766 "minepump" "4wise" 9
"209" "ffsm_9_kiss.txt" "00011_kiss.txt" 22 9 566 99 -1 -1 -1 -1 0.709677419354839 0.851127819548872 22 566 1 0.174912 0.297744 "minepump" "4wise" 10
"210" "ffsm_10_kiss.txt" "00012_kiss.txt" 22 15 566 285 -1 -1 -1 -1 0.594594594594595 0.667450058754407 22 568 0.992982 0.5 0.6651 "minepump" "4wise" 11
"211" "ffsm_11_kiss.txt" "00013_kiss.txt" 22 15 568 255 -1 -1 -1 -1 0.594594594594595 0.691373025516403 22 569 0.996078 0.447183 0.617254 "minepump" "4wise" 12
"212" "ffsm_12_kiss.txt" "00014_kiss.txt" 22 12 569 192 -1 -1 -1 -1 0.647058823529412 0.747700394218134 22 569 1 0.337434 0.504599 "minepump" "4wise" 13
"213" "ffsm_13_kiss.txt" "00015_kiss.txt" 22 15 569 270 -1 -1 -1 -1 0.594594594594595 0.67818831942789 22 569 1 0.474517 0.643623 "minepump" "4wise" 14
"214" "ffsm_14_kiss.txt" "00016_kiss.txt" 22 18 569 360 -1 -1 -1 -1 0.55 0.621097954790097 22 577 0.977778 0.618629 0.757804 "minepump" "4wise" 15
"215" "ffsm_15_kiss.txt" "00017_kiss.txt" 22 18 577 378 -1 -1 -1 -1 0.55 0.613612565445026 22 586 0.97619 0.639515 0.772775 "minepump" "4wise" 16
"216" "ffsm_16_kiss.txt" "00018_kiss.txt" 22 15 586 285 -1 -1 -1 -1 0.594594594594595 0.673938002296211 22 587 0.996491 0.484642 0.652124 "minepump" "4wise" 17
"217" "ffsm_17_kiss.txt" "00019_kiss.txt" 22 9 587 99 -1 -1 -1 -1 0.709677419354839 0.855685131195335 22 587 1 0.168654 0.28863 "minepump" "4wise" 18
"218" "ffsm_18_kiss.txt" "00020_kiss.txt" 22 12 587 192 -1 -1 -1 -1 0.647058823529412 0.753530166880616 22 587 1 0.327087 0.49294 "minepump" "4wise" 19
"219" "ffsm_19_kiss.txt" "00021_kiss.txt" 22 15 587 255 -1 -1 -1 -1 0.594594594594595 0.69833729216152 22 588 0.996078 0.432709 0.603325 "minepump" "4wise" 20
"220" "ffsm_20_kiss.txt" "00022_kiss.txt" 22 18 588 360 -1 -1 -1 -1 0.55 0.625527426160338 22 593 0.986111 0.603741 0.748945 "minepump" "4wise" 21
"221" "ffsm_21_kiss.txt" "00023_kiss.txt" 22 12 593 168 -1 -1 -1 -1 0.647058823529412 0.779237844940867 22 593 1 0.283305 0.441524 "minepump" "4wise" 22
"222" "ffsm_22_kiss.txt" "00024_kiss.txt" 22 15 593 270 -1 -1 -1 -1 0.594594594594595 0.688296639629201 22 594 0.996296 0.453626 0.623407 "minepump" "4wise" 23
"223" "00001_kiss.txt" "00002_kiss.txt" 21 9 483 99 9 9 3 0.2 0.7 0.831615120274914 21 484 0.989899 0.202899 0.33677 "minepump" "all" 1
"224" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 15 484 285 -1 -1 -1 -1 0.583333333333333 0.634590377113134 21 488 0.985965 0.580579 0.730819 "minepump" "all" 2
"225" "ffsm_2_kiss.txt" "00004_kiss.txt" 21 15 488 255 -1 -1 -1 -1 0.583333333333333 0.656796769851952 21 488 1 0.522541 0.686406 "minepump" "all" 3
"226" "ffsm_3_kiss.txt" "00005_kiss.txt" 21 16 488 304 -1 -1 -1 -1 0.567567567567568 0.621212121212121 21 492 0.986842 0.614754 0.757576 "minepump" "all" 4
"227" "ffsm_4_kiss.txt" "00006_kiss.txt" 21 13 492 208 -1 -1 -1 -1 0.617647058823529 0.702857142857143 21 492 1 0.422764 0.594286 "minepump" "all" 5
"228" "ffsm_5_kiss.txt" "00007_kiss.txt" 21 15 492 270 -1 -1 -1 -1 0.583333333333333 0.645669291338583 21 492 1 0.548781 0.708661 "minepump" "all" 6
"229" "ffsm_6_kiss.txt" "00008_kiss.txt" 21 12 492 168 -1 -1 -1 -1 0.636363636363636 0.745454545454545 21 492 1 0.341463 0.509091 "minepump" "all" 7
"230" "ffsm_7_kiss.txt" "00009_kiss.txt" 21 16 492 304 -1 -1 -1 -1 0.567567567567568 0.623115577889447 21 496 0.986842 0.609756 0.753769 "minepump" "all" 8
"231" "ffsm_8_kiss.txt" "00010_kiss.txt" 21 15 496 270 -1 -1 -1 -1 0.583333333333333 0.647519582245431 21 496 1 0.544355 0.704961 "minepump" "all" 9
"232" "ffsm_9_kiss.txt" "00011_kiss.txt" 21 12 496 192 -1 -1 -1 -1 0.636363636363636 0.720930232558139 21 496 1 0.387097 0.55814 "minepump" "all" 10
"233" "ffsm_10_kiss.txt" "00012_kiss.txt" 21 9 496 99 -1 -1 -1 -1 0.7 0.833613445378151 21 496 1 0.199597 0.332773 "minepump" "all" 11
"234" "ffsm_11_kiss.txt" "00013_kiss.txt" 21 12 496 192 -1 -1 -1 -1 0.636363636363636 0.720930232558139 21 496 1 0.387097 0.55814 "minepump" "all" 12
"235" "ffsm_12_kiss.txt" "00014_kiss.txt" 21 12 496 192 -1 -1 -1 -1 0.636363636363636 0.720930232558139 21 496 1 0.387097 0.55814 "minepump" "all" 13
"236" "ffsm_13_kiss.txt" "00015_kiss.txt" 21 15 496 285 -1 -1 -1 -1 0.583333333333333 0.635083226632522 21 496 1 0.574597 0.729834 "minepump" "all" 14
"237" "ffsm_14_kiss.txt" "00016_kiss.txt" 21 12 496 192 -1 -1 -1 -1 0.636363636363636 0.720930232558139 21 496 1 0.387097 0.55814 "minepump" "all" 15
"238" "ffsm_15_kiss.txt" "00017_kiss.txt" 21 18 496 360 -1 -1 -1 -1 0.538461538461538 0.589953271028037 21 505 0.975 0.707661 0.820093 "minepump" "all" 16
"239" "ffsm_16_kiss.txt" "00018_kiss.txt" 21 15 505 255 -1 -1 -1 -1 0.583333333333333 0.664473684210526 21 505 1 0.504951 0.671053 "minepump" "all" 17
"240" "ffsm_17_kiss.txt" "00019_kiss.txt" 21 18 505 360 -1 -1 -1 -1 0.538461538461538 0.589595375722543 21 510 0.986111 0.70297 0.820809 "minepump" "all" 18
"241" "ffsm_18_kiss.txt" "00020_kiss.txt" 21 13 510 208 -1 -1 -1 -1 0.617647058823529 0.710306406685237 21 510 1 0.407843 0.579387 "minepump" "all" 19
"242" "ffsm_19_kiss.txt" "00021_kiss.txt" 21 16 510 304 -1 -1 -1 -1 0.567567567567568 0.626535626535627 21 510 1 0.596078 0.746929 "minepump" "all" 20
"243" "ffsm_20_kiss.txt" "00022_kiss.txt" 21 12 510 168 -1 -1 -1 -1 0.636363636363636 0.752212389380531 21 510 1 0.329412 0.495575 "minepump" "all" 21
"244" "ffsm_21_kiss.txt" "00023_kiss.txt" 21 15 510 270 -1 -1 -1 -1 0.583333333333333 0.653846153846154 21 510 1 0.529412 0.692308 "minepump" "all" 22
"245" "ffsm_22_kiss.txt" "00024_kiss.txt" 21 18 510 360 -1 -1 -1 -1 0.538461538461538 0.589655172413793 21 513 0.991667 0.7 0.82069 "minepump" "all" 23
"246" "ffsm_23_kiss.txt" "00025_kiss.txt" 21 21 513 483 -1 -1 -1 -1 0.547619047619048 0.595381526104418 23 593 0.920091 0.785575 0.847529 "minepump" "all" 24
"247" "ffsm_24_kiss.txt" "00026_kiss.txt" 23 18 593 360 -1 -1 -1 -1 0.585365853658537 0.650577124868835 24 620 0.970845 0.561551 0.711538 "minepump" "all" 25
"248" "ffsm_25_kiss.txt" "00027_kiss.txt" 24 19 620 418 -1 -1 -1 -1 0.558139534883721 0.613680154142582 24 637 0.963942 0.646774 0.774131 "minepump" "all" 26
"249" "ffsm_26_kiss.txt" "00028_kiss.txt" 24 16 637 304 -1 -1 -1 -1 0.6 0.678002125398512 24 638 0.996711 0.475667 0.643996 "minepump" "all" 27
"250" "ffsm_27_kiss.txt" "00029_kiss.txt" 24 19 638 418 -1 -1 -1 -1 0.558139534883721 0.612689393939394 24 647 0.978469 0.641066 0.774621 "minepump" "all" 28
"251" "ffsm_28_kiss.txt" "00030_kiss.txt" 24 18 647 378 -1 -1 -1 -1 0.571428571428571 0.637073170731707 24 653 0.986737 0.574961 0.726563 "minepump" "all" 29
"252" "ffsm_29_kiss.txt" "00031_kiss.txt" 24 15 653 270 -1 -1 -1 -1 0.615384615384615 0.707475622968581 24 653 1 0.413476 0.585049 "minepump" "all" 30
"253" "ffsm_30_kiss.txt" "00032_kiss.txt" 24 18 653 378 -1 -1 -1 -1 0.571428571428571 0.638215324927255 24 658 0.986772 0.57121 0.723569 "minepump" "all" 31
"254" "00001_kiss.txt" "00002_kiss.txt" 21 21 357 336 7 7 4 0.4 0.5 0.551226551226551 21 382 0.925595 0.871148 0.897547 "aerouc5" "1wise" 1
"255" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 21 382 336 -1 -1 -1 -1 0.5 0.562674094707521 21 404 0.937313 0.82199 0.875872 "aerouc5" "1wise" 2
"256" "00001_kiss.txt" "00002_kiss.txt" 21 21 357 336 7 7 4 0.4 0.5 0.551226551226551 21 382 0.925595 0.871148 0.897547 "aerouc5" "2wise" 1
"257" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 21 382 357 -1 -1 -1 -1 0.5 0.562922868741543 21 416 0.904762 0.84555 0.874154 "aerouc5" "2wise" 2
"258" "ffsm_2_kiss.txt" "00004_kiss.txt" 21 21 416 336 -1 -1 -1 -1 0.523809523809524 0.590425531914894 22 444 0.941896 0.740385 0.829071 "aerouc5" "2wise" 3
"259" "ffsm_3_kiss.txt" "00005_kiss.txt" 22 21 444 336 -1 -1 -1 -1 0.511627906976744 0.582051282051282 22 454 0.973134 0.734234 0.83697 "aerouc5" "2wise" 4
"260" "ffsm_4_kiss.txt" "00006_kiss.txt" 22 21 454 336 -1 -1 -1 -1 0.534883720930233 0.6 23 474 0.981366 0.696035 0.814433 "aerouc5" "2wise" 5
"261" "00001_kiss.txt" "00002_kiss.txt" 21 21 378 336 7 7 5 0.555555555555556 0.5 0.564425770308123 21 403 0.925595 0.822751 0.871148 "aerouc5" "3wise" 1
"262" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 21 403 336 -1 -1 -1 -1 0.523809523809524 0.580514208389716 22 429 0.965732 0.769231 0.856354 "aerouc5" "3wise" 2
"263" "ffsm_2_kiss.txt" "00004_kiss.txt" 22 21 429 336 -1 -1 -1 -1 0.534883720930233 0.594771241830065 23 455 0.965732 0.722611 0.826667 "aerouc5" "3wise" 3
"264" "ffsm_3_kiss.txt" "00005_kiss.txt" 23 21 455 336 -1 -1 -1 -1 0.522727272727273 0.581542351453856 23 460 0.985119 0.727473 0.836915 "aerouc5" "3wise" 4
"265" "ffsm_4_kiss.txt" "00006_kiss.txt" 23 21 460 357 -1 -1 -1 -1 0.522727272727273 0.600979192166463 23 491 0.926136 0.708696 0.802956 "aerouc5" "3wise" 5
"266" "ffsm_5_kiss.txt" "00007_kiss.txt" 23 21 491 357 -1 -1 -1 -1 0.522727272727273 0.606132075471698 23 514 0.935574 0.680244 0.787736 "aerouc5" "3wise" 6
"267" "ffsm_6_kiss.txt" "00008_kiss.txt" 23 21 514 357 -1 -1 -1 -1 0.545454545454545 0.631458094144661 24 550 0.901685 0.624514 0.737931 "aerouc5" "3wise" 7
"268" "ffsm_7_kiss.txt" "00009_kiss.txt" 24 21 550 357 -1 -1 -1 -1 0.555555555555556 0.635060639470783 25 576 0.965015 0.601818 0.741321 "aerouc5" "3wise" 8
"269" "00001_kiss.txt" "00002_kiss.txt" 21 21 378 336 7 7 5 0.555555555555556 0.5 0.564425770308123 21 403 0.925595 0.822751 0.871148 "aerouc5" "4wise" 1
"270" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 21 403 336 -1 -1 -1 -1 0.523809523809524 0.580514208389716 22 429 0.965732 0.769231 0.856354 "aerouc5" "4wise" 2
"271" "ffsm_2_kiss.txt" "00004_kiss.txt" 22 21 429 336 -1 -1 -1 -1 0.511627906976744 0.57516339869281 22 440 0.973054 0.757576 0.8519 "aerouc5" "4wise" 3
"272" "ffsm_3_kiss.txt" "00005_kiss.txt" 22 21 440 336 -1 -1 -1 -1 0.511627906976744 0.574742268041237 22 446 0.982143 0.75 0.850515 "aerouc5" "4wise" 4
"273" "ffsm_4_kiss.txt" "00006_kiss.txt" 22 21 446 357 -1 -1 -1 -1 0.511627906976744 0.595267745952678 22 478 0.912921 0.7287 0.810474 "aerouc5" "4wise" 5
"274" "ffsm_5_kiss.txt" "00007_kiss.txt" 22 21 478 357 -1 -1 -1 -1 0.511627906976744 0.596407185628743 22 498 0.946629 0.705021 0.808153 "aerouc5" "4wise" 6
"275" "ffsm_6_kiss.txt" "00008_kiss.txt" 22 21 498 357 -1 -1 -1 -1 0.534883720930233 0.617543859649123 23 528 0.95614 0.656627 0.778571 "aerouc5" "4wise" 7
"276" "ffsm_7_kiss.txt" "00009_kiss.txt" 23 21 528 357 -1 -1 -1 -1 0.522727272727273 0.612429378531073 23 542 0.960784 0.649621 0.775141 "aerouc5" "4wise" 8
"277" "00001_kiss.txt" "00002_kiss.txt" 21 21 378 336 7 7 5 0.555555555555556 0.5 0.564425770308123 21 403 0.925595 0.822751 0.871148 "aerouc5" "all" 1
"278" "ffsm_1_kiss.txt" "00003_kiss.txt" 21 21 403 336 -1 -1 -1 -1 0.523809523809524 0.584573748308525 22 432 0.956386 0.761787 0.848066 "aerouc5" "all" 2
"279" "ffsm_2_kiss.txt" "00004_kiss.txt" 22 21 432 336 -1 -1 -1 -1 0.511627906976744 0.572916666666667 22 440 0.982036 0.759259 0.856397 "aerouc5" "all" 3
"280" "ffsm_3_kiss.txt" "00005_kiss.txt" 22 21 440 336 -1 -1 -1 -1 0.511627906976744 0.576030927835051 22 447 0.979167 0.747727 0.847938 "aerouc5" "all" 4
"281" "ffsm_4_kiss.txt" "00006_kiss.txt" 22 21 447 357 -1 -1 -1 -1 0.511627906976744 0.592039800995025 22 476 0.923944 0.733781 0.817955 "aerouc5" "all" 5
